
Created CAN interfafce connector

Connected to InfluxDB

Exiting
         6998656 function calls (6985722 primitive calls) in 42.873 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 __init__.py:482(CFunctionType)
        5    0.000    0.000    0.000    0.000 __init__.py:2121(<genexpr>)
        1    0.000    0.000    0.000    0.000 sqlite.py:94(SqliteWriter)
        1    0.000    0.000    0.000    0.000 dbapi2.py:50(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:500(export_decorator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(Keyword)
        5    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.009    0.009 __init__.py:3086(parse)
        1    0.000    0.000    0.000    0.000 zipfile.py:1071(_ZipWriteFile)
        1    0.000    0.000    0.001    0.001 configparser.py:447(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:1356(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:303(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 unix_events.py:979(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 events.py:168(AbstractServer)
        1    0.000    0.000    0.000    0.000 ssl.py:351(_ASN1Object)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        2    0.000    0.000    0.000    0.000 subprocess.py:226(_cleanup)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(Manager)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        1    0.000    0.000    0.000    0.000 os.py:1076(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        5    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:398(_FixedOffset)
        1    0.000    0.000    0.000    0.000 _parser.py:575(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1971(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 request.py:433(OpenerDirector)
        1    0.000    0.000    0.000    0.000 rsa.py:421(_RSAPublicKey)
        1    0.000    0.000    0.000    0.000 x448.py:14(X448PublicKey)
        1    0.000    0.000    0.000    0.000 algorithms.py:42(Camellia)
        1    0.000    0.000    0.000    0.000 algorithms.py:57(TripleDES)
        1    0.000    0.000    0.000    0.000 hashes.py:13(_HashContext)
        1    0.000    0.000    0.000    0.000 base.py:164(_AEADCipherContext)
        1    0.000    0.000    0.000    0.000 modes.py:30(ModeWithInitializationVector)
        1    0.000    0.000    0.000    0.000 modes.py:85(CBC)
        1    0.000    0.000    0.000    0.000 dh.py:217(_DHPublicKey)
        6    0.000    0.000    0.000    0.000 binding.py:55(_openssl_assert)
        1    0.000    0.000    0.000    0.000 base.py:62(ParameterFormat)
        1    0.000    0.000    0.000    0.000 general_name.py:53(GeneralName)
        1    0.000    0.000    0.000    0.000 general_name.py:242(DirectoryName)
        1    0.000    0.000    0.000    0.000 general_name.py:268(RegisteredID)
        1    0.000    0.000    0.000    0.000 general_name.py:332(OtherName)
        1    0.000    0.000    0.000    0.000 core.py:2198(OctetBitString)
        1    0.000    0.000    0.000    0.000 core.py:2370(OctetString)
        1    0.000    0.000    0.000    0.000 algos.py:107(HmacAlgorithmId)
        1    0.000    0.000    0.000    0.000 algos.py:127(DigestAlgorithmId)
        1    0.000    0.000    0.000    0.000 extensions.py:117(CRLNumber)
        1    0.000    0.000    0.000    0.000 extensions.py:381(DeltaCRLIndicator)
        1    0.000    0.000    0.000    0.000 extensions.py:1248(IssuerAlternativeName)
        1    0.000    0.000    0.000    0.000 extensions.py:1346(InvalidityDate)
        1    0.000    0.000    0.000    0.000 ec.py:102(EllipticCurvePrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 crypto.py:2348(PKCS7)
        1    0.000    0.000    0.000    0.000 base.py:598(CertificateRevocationListBuilder)
        1    0.000    0.000    0.000    0.000 dsa.py:227(DSAPrivateNumbers)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:8(is_appengine)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:3(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:50(RequestField)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 client.py:1360(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 connectionpool.py:55(ConnectionPool)
        2    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        2    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 core.py:340(JSONDisk)
        1    0.000    0.000    0.000    0.000 dbc.py:1470(_load_bus)
        1    0.000    0.000    0.000    0.000 dbc.py:1489(_load_nodes)
        1    0.000    0.000    0.000    0.000 textparser.py:443(__init__)
        1    0.000    0.000    0.000    0.000 textparser.py:744(Parser)
        1    0.000    0.000    0.000    0.000 bus.py:3(Bus)
        1    0.000    0.000    0.000    0.000 data.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1437(XMLParser)
        1    0.000    0.000    0.000    0.000 wrappers.py:16(with_metaclass)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        2    0.000    0.000    0.000    0.000 __init__.py:2603(__iter__)
        1    0.000    0.000    0.000    0.000 broadcastmanager.py:19(CyclicTask)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4296(postParse)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:95(SessionRedirectMixin)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 plistlib.py:139(Data)
        1    0.000    0.000    0.000    0.000 plistlib.py:389(_PlistWriter)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 zipfile.py:592(LZMACompressor)
        1    0.000    0.000    0.000    0.000 configparser.py:1189(ConfigParser)
        1    0.000    0.000    0.000    0.000 __init__.py:290(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:502(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:525(IResourceProvider)
        4    0.000    0.000    0.000    0.000 __init__.py:1925(register_finder)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 locks.py:234(Event)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 unix_events.py:769(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:900(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 events.py:32(Handle)
        2    0.000    0.000    0.000    0.000 inspect.py:171(isgeneratorfunction)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:513(__init__)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        4    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:116(_import_OrderedDict)
        1    0.000    0.000    0.000    0.000 encoder.py:109(JSONEncoder)
        1    0.000    0.000    0.000    0.000 request.py:1231(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 ocsp.py:175(OCSPResponseBuilder)
        1    0.000    0.000    0.000    0.000 algorithms.py:119(IDEA)
        1    0.000    0.000    0.000    0.000 algorithms.py:133(SEED)
        1    0.000    0.000    0.000    0.000 __init__.py:12(KeyDerivationFunction)
        1    0.000    0.000    0.000    0.000 utils.py:30(Prehashed)
        1    0.000    0.000    0.000    0.000 base.py:141(_CipherContext)
        1    0.000    0.000    0.000    0.000 modes.py:98(XTS)
        1    0.000    0.000    0.000    0.000 modes.py:141(CFB)
        1    0.000    0.000    0.000    0.000 modes.py:154(CFB8)
        1    0.000    0.000    0.000    0.000 modes.py:167(CTR)
        1    0.000    0.000    0.000    0.000 dh.py:170(DHPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 version.py:7(<module>)
        2    0.000    0.000    0.000    0.000 _util.py:57(make_assert)
        1    0.000    0.000    0.000    0.000 hashes.py:67(Hash)
        1    0.000    0.000    0.000    0.000 hashes.py:224(BLAKE2b)
        1    0.000    0.000    0.000    0.000 core.py:1776(Boolean)
        1    0.000    0.000    0.000    0.000 core.py:1829(Integer)
        1    0.000    0.000    0.000    0.000 core.py:2964(Enumerated)
        1    0.000    0.000    0.000    0.000 keys.py:86(RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 keys.py:136(_ECPoint)
        1    0.000    0.000    0.000    0.000 keys.py:284(FieldID)
        1    0.000    0.000    0.000    0.000 keys.py:944(PublicKeyAlgorithm)
        1    0.000    0.000    0.000    0.000 algos.py:387(KdfAlgorithm)
        1    0.000    0.000    0.000    0.000 algos.py:417(KeyExchangeAlgorithm)
        1    0.000    0.000    0.000    0.000 extensions.py:820(ExtendedKeyUsage)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2144(IPv6Network)
        1    0.000    0.000    0.000    0.000 rsa.py:54(RSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 interfaces.py:33(HashBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:64(CMACBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:253(DERSerializationBackend)
        1    0.000    0.000    0.000    0.000 extensions.py:66(ExtensionType)
        1    0.000    0.000    0.000    0.000 crypto.py:1576(X509Store)
        1    0.000    0.000    0.000    0.000 crypto.py:1708(X509StoreContext)
        1    0.000    0.000    0.000    0.000 base.py:693(RevokedCertificateBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:27(AsymmetricVerificationContext)
        1    0.000    0.000    0.000    0.000 dsa.py:14(DSAParameters)
        1    0.000    0.000    0.000    0.000 dsa.py:65(DSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        4    0.000    0.000    0.000    0.000 pyopenssl.py:102(<genexpr>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:362(ProxyManager)
        1    0.000    0.000    0.000    0.000 enums.py:17(LanguageFilter)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 connection.py:223(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:85(_set_socket_options)
        1    0.000    0.000    0.000    0.000 _collections.py:28(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 connectionpool.py:880(_ipv6_host)
        2    0.000    0.000    0.000    0.000 core.py:40(__new__)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 textparser.py:610(Tag)
        1    0.000    0.000    0.000    0.000 textparser.py:633(Forward)
        1    0.000    0.000    0.000    0.000 environment_variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 internal_database.py:8(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:23(_SignedInteger)
        1    0.000    0.000    0.000    0.000 __init__.py:246(_CompiledFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:364(CompiledFormat)
        1    0.000    0.000    0.001    0.001 compat.py:10(__enter__)
        1    0.000    0.000    0.000    0.000 notifier.py:18(Notifier)
        1    0.000    0.000    0.000    0.000 wrappers.py:742(AttributeWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        5    0.000    0.000    0.000    0.000 __init__.py:2123(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:2491(<listcomp>)
        1    0.000    0.000    0.000    0.000 blf.py:300(BLFWriter)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
